Name,Price,Price / KG,URL
Corinthians Flavoured Cream Wafers Fairy Floss 100g,2.8,$2.80 / 100G,https://www.woolworths.com.au/shop/productdetails/6023536
Nestle Soothers Throat Lozenges Liquid Centre Lemon Lime 10 pack,,,https://www.woolworths.com.au/shop/productdetails/205145
Poppin Ready To Eat Popcorn Twix 110g,5.5,$5.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6030670
Yowie Chocolate 28g,3.5,$12.50 / 100G,https://www.woolworths.com.au/shop/productdetails/605239
Darrell Lea Rocklea Road Chocolate 290g,18.0,$6.21 / 100G,https://www.woolworths.com.au/shop/productdetails/215201
Infuzions Veggie Rings Aussie Barbecue 90g,4.5,$5.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6031591
Arnotts Tim Tam Cafe Latte 175g,5.0,$2.86 / 100G,https://www.woolworths.com.au/shop/productdetails/758030
KitKat Caramel Crush Mini Chocolate Bars 11 Pack 154g,7.5,$4.87 / 100G,https://www.woolworths.com.au/shop/productdetails/6006346
Licorice Lovers Soft Eating 250g,2.75,$1.10 / 100G,https://www.woolworths.com.au/shop/productdetails/666684
Red Rock Deli Gourmet Crackers Murray River Pink Salt & Black Pepper 130g,5.0,$3.85 / 100G,https://www.woolworths.com.au/shop/productdetails/139725
Trolli Watermelon Splash Candy 18.8g,1.5,$7.98 / 100G,https://www.woolworths.com.au/shop/productdetails/6000482
Woolworths Grab 'N Go Sachet Trail Mix 85g,2.4,$2.82 / 100G,https://www.woolworths.com.au/shop/productdetails/289344
Kettle Ridge Cut Potato Chips Himalayan Salt 165g,6.0,$3.64 / 100G,https://www.woolworths.com.au/shop/productdetails/6031054
Tic Tac Orange 49g,3.2,$6.53 / 100G,https://www.woolworths.com.au/shop/productdetails/311364
Darrell Lea Chewy Choc Milk Chocolate Bar 160g,3.5,$2.19 / 100G,https://www.woolworths.com.au/shop/productdetails/6004949
Maltesers Milk Chocolate GrabnGo Snack Bag 85g,3.5,$4.12 / 100G,https://www.woolworths.com.au/shop/productdetails/6010144
Menz Polly Waffle Bites 125g,3.5,$2.80 / 100G,https://www.woolworths.com.au/shop/productdetails/648035
Olina's Bakehouse Gluten Free Sunflower Seed & Fig Cracker 100g,5.0,$5.00 / 100G,https://www.woolworths.com.au/shop/productdetails/683003
Olina's Bakehouse Mini Cookies Honey Butter 120g,5.0,$4.17 / 100G,https://www.woolworths.com.au/shop/productdetails/6006180
Smith's Crackers Crispy Chicken 160g,4.0,$2.50 / 100G,https://www.woolworths.com.au/shop/productdetails/6034111
Celebrations Chocolate Party Gift Box 320g,15.5,$4.84 / 100G,https://www.woolworths.com.au/shop/productdetails/54408
Ceres Organics Pea Chips Salt & Vinegar 100g,4.0,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/252256
Charlie's Fine Food Co. Mini Rice Crisps Milk Chocolate 80g,,,https://www.woolworths.com.au/shop/productdetails/494175
Kettle Ridge Cut Potato Chips Japanese Fried Chicken 165g,6.0,$3.64 / 100G,https://www.woolworths.com.au/shop/productdetails/6032360
Maltesers Raspberry Milk Chocolate Snack Bag 120g,3.5,$2.92 / 100G,https://www.woolworths.com.au/shop/productdetails/972899
Mamee Rice Snacks Sticks Cheese Flavour 200g,3.75,$1.88 / 100G,https://www.woolworths.com.au/shop/productdetails/310714
Darrell Lea Chocolate Raspberry Balls 160g,6.0,$3.75 / 100G,https://www.woolworths.com.au/shop/productdetails/109918
EL RUSTICO Deli Style Potato Chips Original 150g,3.0,$2.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6005406
Jols Sugar Free Pastilles Forest Berries 23g,2.5,$10.87 / 100G,https://www.woolworths.com.au/shop/productdetails/194854
Nerds Nerds Rope Rainbow 26.1g,3.0,$11.49 / 100G,https://www.woolworths.com.au/shop/productdetails/816071
Corn Harvest Corn Chips & Salsa Piri Piri 100g,3.9,$3.90 / 100G,https://www.woolworths.com.au/shop/productdetails/6034076
Lindt Lindor Milk Chocolate Box 333g,34.0,$10.21 / 100G,https://www.woolworths.com.au/shop/productdetails/114682
Darrell Lea Twists Chewy Dark Chocolate 180g,6.0,$3.33 / 100G,https://www.woolworths.com.au/shop/productdetails/6041772
Woolworths Cashew 400g,12.35,$30.88 / 1KG,https://www.woolworths.com.au/shop/productdetails/637642
Woolworths Plain Digestives 400g,3.3,$0.83 / 100G,https://www.woolworths.com.au/shop/productdetails/901470
Angas Park Dried Pears 200g,6.5,$32.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/35689
Health Lab Cookie Dough Vibes Custard Filled Balls 4 pack,12.0,$7.50 / 100G,https://www.woolworths.com.au/shop/productdetails/224318
Lindt Lindor Milk Chocolate 50g,6.0,$12.00 / 100G,https://www.woolworths.com.au/shop/productdetails/111370
Park Avenue Character Cookies Marvel Spider Man 15 pack,5.4,$1.80 / 100G,https://www.woolworths.com.au/shop/productdetails/6005451
Toblerone Milk Chocolate Gift Pouch 120g,7.5,$6.25 / 100G,https://www.woolworths.com.au/shop/productdetails/747470
Bisko Bakehouse Berry Moments Jam Sandwich Shortbread Biscuits 300g,4.5,$1.50 / 100G,https://www.woolworths.com.au/shop/productdetails/603567
Cadbury Twirl Milk Chocolate Bites Large Snack & Share Bag 270g,7.5,$2.78 / 100G,https://www.woolworths.com.au/shop/productdetails/401815
Calbee Hooleys Waves Salt & Vinegar 95g,4.0,$4.21 / 100G,https://www.woolworths.com.au/shop/productdetails/915992
Reese's White Chocolate Cups With Peanut Butter Filling 120g,4.5,$3.75 / 100G,https://www.woolworths.com.au/shop/productdetails/623339
Thins Onion Rings Snacks Salt & Balsamic Vinegar 85g,2.5,$2.94 / 100G,https://www.woolworths.com.au/shop/productdetails/6002701
Woolworths Peanuts In Shell 500g,6.0,$12.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/165365
Macro Lentil Bites Carrot 6 pack,5.5,$5.09 / 100G,https://www.woolworths.com.au/shop/productdetails/694123
The Natural Confectionery Co. Gummy Bears Berry 180g,5.0,$2.78 / 100G,https://www.woolworths.com.au/shop/productdetails/6031073
Calbee Hooleys Waves Supreme Cheese Flavour 95g,4.0,$4.21 / 100G,https://www.woolworths.com.au/shop/productdetails/6003460
Hershey's Cookies N Crème Sharepack 235g,7.5,$3.19 / 100G,https://www.woolworths.com.au/shop/productdetails/604597
Nestle Soothers Throat Lozenges Blackcurrant 30 pack,6.5,$0.22 / 1EA,https://www.woolworths.com.au/shop/productdetails/66427
OB Finest Original Wafer Crackers 100g,3.5,$3.50 / 100G,https://www.woolworths.com.au/shop/productdetails/861335
Red Rock Deli Deli Style Crackers Sea Salt & Balsamic Vinegar 135g,5.0,$3.70 / 100G,https://www.woolworths.com.au/shop/productdetails/238141
Simply Potato Chips Tangy Herb & Spice 120g,4.8,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/499461
Whittaker's Block Peanut Caramel Brittle 250g,8.5,$3.40 / 100G,https://www.woolworths.com.au/shop/productdetails/6007825
Butterfingers Gluten Free Shortbread Biscuits Macadamia 175g,6.4,$3.66 / 100G,https://www.woolworths.com.au/shop/productdetails/319636
DJ&A Shiitake Mushroom Crisps 65g,6.0,$9.23 / 100G,https://www.woolworths.com.au/shop/productdetails/89143
Jack Link's Original Beef Jerky 150g,14.95,$99.67 / 1KG,https://www.woolworths.com.au/shop/productdetails/6004353
Jols Sugar Free Pastilles Blackcurrant 3 pack,5.4,$7.83 / 100G,https://www.woolworths.com.au/shop/productdetails/6041397
Pop Box Microwave Popcorn Caramel Crunch Flavour 100g,3.5,$3.50 / 100G,https://www.woolworths.com.au/shop/productdetails/919309
Woolworths 8 Caramel Filled Cookies 200g,3.5,$1.75 / 100G,https://www.woolworths.com.au/shop/productdetails/554619
Cadbury Picnic Chocolate Cookie Bar 46g,1.5,$3.26 / 100G,https://www.woolworths.com.au/shop/productdetails/72106
Corinthians Flavoured Cream Wafers Apple Pie 100g,2.8,$2.80 / 100G,https://www.woolworths.com.au/shop/productdetails/6023670
Red Rock Deli Chef Series Potato Chips Smoky Beef Ribs With BBQ Sauce 150g,6.0,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6029839
Cadbury Old Gold Peanut Brittle Dark Chocolate Block 175g,4.0,$2.29 / 100G,https://www.woolworths.com.au/shop/productdetails/231984
Darrell Lea Traditional Liquorice Block 180g,3.5,$1.94 / 100G,https://www.woolworths.com.au/shop/productdetails/4712
Kettle Ridge Cut Potato Chips Salt & Vinegar 165g,6.0,$3.64 / 100G,https://www.woolworths.com.au/shop/productdetails/6032521
Olina's Bakehouse Mini Cookies Salted Toffee 120g,5.0,$4.17 / 100G,https://www.woolworths.com.au/shop/productdetails/6006200
Cadbury Dairy Milk Velvet Chocolate Block 150g,8.0,$5.33 / 100G,https://www.woolworths.com.au/shop/productdetails/907393
Corinthians Flavoured Cream Wafers Vanilla 50g,2.0,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6023512
Mentos Fruit Chews Rainbow 37.5g,1.6,$4.27 / 100G,https://www.woolworths.com.au/shop/productdetails/358063
Mentos Mints 37.5g,1.6,$4.27 / 100G,https://www.woolworths.com.au/shop/productdetails/42340
Chupa Chups Incredible Chews Strawberry Flavour 45g,1.5,$3.33 / 100G,https://www.woolworths.com.au/shop/productdetails/170687
Whittaker's Honey Nougat & Almond Creamy Milk Chocolate Bar 250g,8.5,$3.40 / 100G,https://www.woolworths.com.au/shop/productdetails/281492
Byron Beef Jerky Sweet & Saucy 40g,5.75,$143.75 / 1KG,https://www.woolworths.com.au/shop/productdetails/501505
Kettle Crafted Collection Angus Beef & Caramelised Onion Chips 150g,6.0,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/918056
Olina's Bakehouse Simply Seed Crackers Herb & Garlic 80g,4.0,$5.00 / 100G,https://www.woolworths.com.au/shop/productdetails/110689
Woolworths Snack Pots Walnut Raw & Natural 150g,7.0,$46.67 / 1KG,https://www.woolworths.com.au/shop/productdetails/368726
Cadbury Dairy Milk Honeycomb & Peanut Chocolate Block 100g,3.5,$3.50 / 100G,https://www.woolworths.com.au/shop/productdetails/6006970
Cadbury Freddo Chocolate Biscuits 167g,5.5,$3.29 / 100G,https://www.woolworths.com.au/shop/productdetails/693176
Lindt Lindor Cheesecake Chocolate Balls 123g,13.0,$10.57 / 100G,https://www.woolworths.com.au/shop/productdetails/483595
Pop Box Butter Flavour Microwave Popcorn 100g,3.5,$3.50 / 100G,https://www.woolworths.com.au/shop/productdetails/386953
Kooka's Country Lemon Cookies 500g,5.5,$1.10 / 100G,https://www.woolworths.com.au/shop/productdetails/583296
Loacker White Chocolate & Coconut Wafers 100g,3.0,$3.00 / 100G,https://www.woolworths.com.au/shop/productdetails/629587
Woolworths Multipack Crackers Chicken & Pizza Snacks 6 Pack 150g,3.3,$2.20 / 100G,https://www.woolworths.com.au/shop/productdetails/561954
OB Finest Speciality Crackers Fig & Pecan 150g,5.0,$3.33 / 100G,https://www.woolworths.com.au/shop/productdetails/626523
Trolli Brite Crawlers 1kg,12.0,$1.20 / 100G,https://www.woolworths.com.au/shop/productdetails/225472
Cadbury Caramilk Caramel Slices Chocolate Block 167g,8.0,$4.79 / 100G,https://www.woolworths.com.au/shop/productdetails/306776
Loacker Wafers Original Hazelnut Tortina 126g,6.0,$4.76 / 100G,https://www.woolworths.com.au/shop/productdetails/261943
Woolworths 8 Soft Baked Cookies Triple Chocolate 210g,3.5,$1.67 / 100G,https://www.woolworths.com.au/shop/productdetails/554620
Woolworths Almonds Oven Roasted 225g,7.5,$33.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/368719
Woolworths Pistachio In Shell Roasted & Salted 1kg,25.0,$25.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/883684
Woolworths Roasted & Salted Peanuts Cashews & Macadamia Nut Mix 400g,10.0,$25.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/288439
Cadbury Dairy Milk Slices Chocolate Bar Peanut Caramel 48g,1.5,$3.13 / 100G,https://www.woolworths.com.au/shop/productdetails/6033717
Corn Harvest Corn Chips & Salsa Rock Salt 100g,3.9,$3.90 / 100G,https://www.woolworths.com.au/shop/productdetails/6034154
Red Rock Deli Potato Chips Spicy Chilli Sriracha 165g,6.0,$3.64 / 100G,https://www.woolworths.com.au/shop/productdetails/6021802
Simply Sour Cream & Chives 25% Less Fat Potato Chips Share Pack 120g,4.8,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/233874
Eskal Gluten Free Crackers 200g,5.25,$2.63 / 100G,https://www.woolworths.com.au/shop/productdetails/230507
Red Rock Deli Gourmet Crackers Aged Cheddar & Caramelised Onion 130g,5.0,$3.85 / 100G,https://www.woolworths.com.au/shop/productdetails/139516
Sunbites Snack Crackers With Quinoa Cheddar & Chives Single Pack 24g,1.0,$4.17 / 100G,https://www.woolworths.com.au/shop/productdetails/184377
Woolworths Honey Roasted Cashews 400g,10.0,$25.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/288437
Lotte Pepero Chocolate Cookie 32g,1.5,$4.69 / 100G,https://www.woolworths.com.au/shop/productdetails/67045
Woolworths Mixed Nuts Roasted & Salted 750g,15.8,$21.07 / 1KG,https://www.woolworths.com.au/shop/productdetails/172662
Vege Chips Sweet Potato Nibbles Variety 10 pack,9.5,$6.33 / 100G,https://www.woolworths.com.au/shop/productdetails/104954
Whittaker's Block Peanut Butter 250g,8.5,$3.40 / 100G,https://www.woolworths.com.au/shop/productdetails/721667
Cadbury Milk Chocolate Coated Almonds & Cherry 270g,13.0,$4.81 / 100G,https://www.woolworths.com.au/shop/productdetails/6030708
Macro Sweet Potato Chickpea Chips 69g,4.0,$5.80 / 100G,https://www.woolworths.com.au/shop/productdetails/281500
The Natural Confectionery Co. Juicy Bursts Orange & Passionfruit 150g,5.0,$3.33 / 100G,https://www.woolworths.com.au/shop/productdetails/6022555
Woolworths Roasted & Salted Pistachios 170g,7.5,$44.12 / 1KG,https://www.woolworths.com.au/shop/productdetails/378821
Always Fresh Grissini Three Seed & Sea Salt 125g,4.0,$3.20 / 100G,https://www.woolworths.com.au/shop/productdetails/308288
BSC High Protein Low Carb Bar Multi Pack Cookies & Cream 60g x 5 pack,17.0,$5.67 / 100G,https://www.woolworths.com.au/shop/productdetails/96092
Extra White Peppermint Sugar Free Chewing Gum 4 pack,5.0,$8.93 / 100G,https://www.woolworths.com.au/shop/productdetails/135903
McVities Rich Tea Biscuits 300g,3.0,$1.00 / 100G,https://www.woolworths.com.au/shop/productdetails/335565
Kettle Crafted Potato Chips Hot Honey & Ricotta 150g,6.0,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6013232
Macro Fruit & Nut Roasted Mix 500g,11.3,$22.60 / 1KG,https://www.woolworths.com.au/shop/productdetails/334873
Macro Roasted Nuts Mix 500g,14.5,$29.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/334869
Snacktacular Fruit Crisps Mango 8g x 5 pack,5.0,$125.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/52977
Trolli Brite Crawlers 500g,10.0,$2.00 / 100G,https://www.woolworths.com.au/shop/productdetails/492801
Eclipse Spearmint Chewy Mints Tin 27g,2.0,$7.41 / 100G,https://www.woolworths.com.au/shop/productdetails/727907
Go Natural Bars Macadamia Dream 50g,3.5,$7.00 / 100G,https://www.woolworths.com.au/shop/productdetails/378737
Woolworths Liquorice Allsorts 200g,2.75,$1.38 / 100G,https://www.woolworths.com.au/shop/productdetails/6006935
Haribo Balla Stixx Rainbow 200g,3.5,$1.75 / 100G,https://www.woolworths.com.au/shop/productdetails/526383
Milkybar Chokito Bar 38g,3.0,$7.89 / 100G,https://www.woolworths.com.au/shop/productdetails/6036221
Red Rock Deli Chef Series Potato Chips Spiced Chargrilled Chicken 150g,6.0,$4.00 / 100G,https://www.woolworths.com.au/shop/productdetails/6030123
The Natural Chip Co Sea Salt & Cracked Pepper 175g,5.0,$2.86 / 100G,https://www.woolworths.com.au/shop/productdetails/465211
Go Natural Fruit Snacks Frugos Berry 150g,4.5,$3.00 / 100G,https://www.woolworths.com.au/shop/productdetails/751442
M&M's Minis Cookies 180g,,,https://www.woolworths.com.au/shop/productdetails/6007217
Mr Beast Feastables Peanut Butter Crunch Chocolate Bar 60g,4.0,$6.67 / 100G,https://www.woolworths.com.au/shop/productdetails/546025
Snacktacular Fruit Crisps Apple Banana & Strawberry 8g x 5 pack,5.0,$125.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/53065
Temole Broccoli Puffs Sweet Chilli 56g,5.0,$8.93 / 100G,https://www.woolworths.com.au/shop/productdetails/151014
Woolworths Mixed Nuts Trail Mix 225g,5.0,$22.22 / 1KG,https://www.woolworths.com.au/shop/productdetails/726370
Bounce Cashew Caramel Energy Ball 40g,3.7,$9.25 / 100G,https://www.woolworths.com.au/shop/productdetails/700604
In A Biskit Sweet Chilly Philadelpia Flavour Crackers 145g,4.0,$2.76 / 100G,https://www.woolworths.com.au/shop/productdetails/6011183
Kez's Kitchen Kitchen Gluten Free Choc Golden Snaps 150g,7.9,$5.27 / 100G,https://www.woolworths.com.au/shop/productdetails/150886
Kez's Kitchen Kitchen Gluten Free Fudgy Chocolate Flourless Brownies 210g,7.9,$3.76 / 100G,https://www.woolworths.com.au/shop/productdetails/853360
New Yorkers Chocolate Chip Cookies 150g,2.8,$1.87 / 100G,https://www.woolworths.com.au/shop/productdetails/6008869
Pascall Choc Mallow Strawberries & Crème Bites Snack & Share Bag 150g,7.0,$4.67 / 100G,https://www.woolworths.com.au/shop/productdetails/219568
Trolli Gummi Pizza Candy 45g,2.5,$5.56 / 100G,https://www.woolworths.com.au/shop/productdetails/121204
Vege Chips Straws Honey Soy 75g,5.9,$7.87 / 100G,https://www.woolworths.com.au/shop/productdetails/104528
Woolworths Roasted & Salted Peanuts & Cashews 800g,9.0,$11.25 / 1KG,https://www.woolworths.com.au/shop/productdetails/288436
Lindt Lindor Assorted Chocolate Gift Box 235g,28.0,$11.91 / 100G,https://www.woolworths.com.au/shop/productdetails/126395
OB Finest Speciality Crackers Cranberry Pumpkin 150g,5.0,$3.33 / 100G,https://www.woolworths.com.au/shop/productdetails/516107
Bakers Finest Golden Oat & Currant Cookies 275g,2.8,$1.02 / 100G,https://www.woolworths.com.au/shop/productdetails/6036549
Cadbury Milk Chocolate Slices Raspberry Block 178g,8.0,$4.49 / 100G,https://www.woolworths.com.au/shop/productdetails/580014
Corinthians Flavoured Cream Wafers Neopolitan 350g,8.0,$2.29 / 100G,https://www.woolworths.com.au/shop/productdetails/303993
JC's Sesh Snacks Salties Salty Crunchy Nut Mix 115g,3.6,$31.30 / 1KG,https://www.woolworths.com.au/shop/productdetails/6005452
KitKat Neapolitan Block 160g,4.9,$3.06 / 100G,https://www.woolworths.com.au/shop/productdetails/12782
Lindt Lindor Strawberries & Cream White Chocolate Bag 125g,13.0,$10.40 / 100G,https://www.woolworths.com.au/shop/productdetails/781954
Pringles Big Stack for Sharing Sour Cream & Onion Potato Chips 170g,6.0,$3.53 / 100G,https://www.woolworths.com.au/shop/productdetails/6003875
Red Rock Deli The Deli Selection Crackers Honey & Herb 130g,2.5,$1.92 / 100G,https://www.woolworths.com.au/shop/productdetails/972845
Woolworths Mixed Nuts Oven Roasted 200g,7.5,$37.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/368718
Jila Mints 4 pack,4.8,$4.44 / 100G,https://www.woolworths.com.au/shop/productdetails/311357
Lindt Lindor Dark Assorted Chocolate Box 327g,34.0,$10.40 / 100G,https://www.woolworths.com.au/shop/productdetails/108435
Lindt Pralines Master Collection Chocolate Box 184g,28.0,$15.22 / 100G,https://www.woolworths.com.au/shop/productdetails/132864
Corn Harvest Corn Chips & Salsa Jalapeno 100g,3.9,$3.90 / 100G,https://www.woolworths.com.au/shop/productdetails/6034083
